well_id,well_name,month,oil_bbl,gas_mcf,days
well_003,Loving 3H,2025-04,4649.8,4194.2,28
well_003,Loving 3H,2025-05,4396.9,4213.8,29
well_003,Loving 3H,2025-06,4269.5,3660.4,28
well_003,Loving 3H,2025-07,2998.4,2453.9,19
well_003,Loving 3H,2025-08,4592.0,3830.6,31
well_003,Loving 3H,2025-09,4163.6,3566.6,30
well_003,Loving 3H,2025-10,4206.6,3029.3,31
well_003,Loving 3H,2025-11,3655.1,3478.2,29
well_003,Loving 3H,2025-12,1971.8,1766.6,15
well_003,Loving 3H,2026-01,3683.8,3555.4,30
well_003,Loving 3H,2026-02,3508.0,2995.6,29
well_003,Loving 3H,2026-03,3146.8,2483.7,28
well_003,Loving 3H,2026-04,3348.4,2566.8,30
well_003,Loving 3H,2026-05,3373.6,2686.4,29
well_004,Howard 4H,2021-05,9931.2,10736.0,28
well_004,Howard 4H,2021-06,10943.7,11375.7,30
well_004,Howard 4H,2021-07,8653.1,9602.1,31
well_004,Howard 4H,2021-08,8487.7,8355.3,28
well_004,Howard 4H,2021-09,7196.4,7741.4,28
well_004,Howard 4H,2021-10,8122.5,6872.5,30
well_004,Howard 4H,2021-11,6042.1,6224.5,29
well_004,Howard 4H,2021-12,6578.5,5983.2,31
well_004,Howard 4H,2022-01,5725.8,5976.6,31
well_004,Howard 4H,2022-02,4792.0,5320.8,28
well_004,Howard 4H,2022-03,4352.2,4400.2,28
well_004,Howard 4H,2022-04,3042.5,3014.6,18
well_004,Howard 4H,2022-05,4010.7,4245.2,28
well_004,Howard 4H,2022-06,4084.8,4267.3,29
well_004,Howard 4H,2022-07,4390.0,4060.0,28
well_004,Howard 4H,2022-08,3895.4,3998.9,31
well_004,Howard 4H,2022-09,3582.9,3476.8,29
well_004,Howard 4H,2022-10,3593.7,3683.9,31
well_004,Howard 4H,2022-11,3237.2,3284.8,29
well_004,Howard 4H,2022-12,3224.9,3334.2,29
well_004,Howard 4H,2023-01,2913.5,2815.5,28
well_004,Howard 4H,2023-02,2757.7,2915.4,28
well_004,Howard 4H,2023-03,2963.1,3090.6,31
well_004,Howard 4H,2023-04,2879.0,2765.5,29
well_004,Howard 4H,2023-05,2761.0,3015.6,31
well_004,Howard 4H,2023-06,2625.6,2594.2,30
well_004,Howard 4H,2023-07,2545.2,2449.8,29
well_004,Howard 4H,2023-08,2301.1,2082.6,29
well_004,Howard 4H,2023-09,2149.6,2282.2,30
well_004,Howard 4H,2023-10,2257.0,2247.4,29
well_004,Howard 4H,2023-11,2284.9,2426.7,31
well_004,Howard 4H,2023-12,2093.3,2551.9,31
well_004,Howard 4H,2024-01,1971.4,1820.3,30
well_004,Howard 4H,2024-02,2203.5,2461.0,31
well_004,Howard 4H,2024-03,1799.5,1620.5,28
well_004,Howard 4H,2024-04,2050.0,2125.9,31
well_004,Howard 4H,2024-05,1758.0,1856.3,28
well_004,Howard 4H,2024-06,2009.1,2120.6,31
well_004,Howard 4H,2024-07,1606.0,1535.2,29
well_004,Howard 4H,2024-08,1655.2,1642.1,29
well_004,Howard 4H,2024-09,1544.1,1560.8,28
well_004,Howard 4H,2024-10,1669.5,1897.7,29
well_004,Howard 4H,2024-11,942.5,887.2,20
well_004,Howard 4H,2024-12,1490.9,1398.4,28
well_004,Howard 4H,2025-01,649.1,635.9,12
well_004,Howard 4H,2025-02,1566.8,1453.3,30
well_004,Howard 4H,2025-03,1451.3,1488.5,31
well_004,Howard 4H,2025-04,1487.2,1591.7,28
well_004,Howard 4H,2025-05,1359.6,1407.6,29
well_004,Howard 4H,2025-06,1282.5,1362.4,29
well_004,Howard 4H,2025-07,1587.0,1767.3,30
well_004,Howard 4H,2025-08,1259.6,1153.6,28
well_004,Howard 4H,2025-09,1371.9,1312.5,31
well_004,Howard 4H,2025-10,1335.3,1434.7,31
well_004,Howard 4H,2025-11,1429.6,1608.3,30
well_004,Howard 4H,2025-12,1239.6,1235.9,31
well_004,Howard 4H,2026-01,1138.2,1143.9,29
well_004,Howard 4H,2026-02,1229.9,1222.3,30
well_004,Howard 4H,2026-03,1188.1,1276.5,29
well_004,Howard 4H,2026-04,1193.1,1244.3,29
well_004,Howard 4H,2026-05,1169.1,1046.0,30
well_005,Ward 5H,2022-06,26514.3,57475.6,30
well_005,Ward 5H,2022-07,22800.5,47694.9,29
well_005,Ward 5H,2022-08,22128.7,44360.7,30
well_005,Ward 5H,2022-09,17867.9,39824.0,29
well_005,Ward 5H,2022-10,18018.7,34219.0,31
well_005,Ward 5H,2022-11,15824.9,30947.5,30
well_005,Ward 5H,2022-12,13166.8,29844.1,28
well_005,Ward 5H,2023-01,11709.3,21901.3,28
well_005,Ward 5H,2023-02,14316.3,28875.0,29
well_005,Ward 5H,2023-03,12347.8,23942.5,29
well_005,Ward 5H,2023-04,11584.3,26046.4,29
well_005,Ward 5H,2023-05,8921.2,20540.5,29
well_005,Ward 5H,2023-06,10180.8,19251.3,29
well_005,Ward 5H,2023-07,8762.7,18694.4,28
well_005,Ward 5H,2023-08,10238.7,20238.2,31
well_005,Ward 5H,2023-09,8880.4,17458.9,29
well_005,Ward 5H,2023-10,8394.0,20130.3,30
well_005,Ward 5H,2023-11,8297.2,16563.0,30
well_005,Ward 5H,2023-12,7902.2,17593.8,29
well_005,Ward 5H,2024-01,7595.7,16248.4,31
well_005,Ward 5H,2024-02,6249.8,13139.2,30
well_005,Ward 5H,2024-03,7405.2,14965.6,28
well_005,Ward 5H,2024-04,6344.1,13527.2,28
well_005,Ward 5H,2024-05,5743.0,11726.9,28
well_005,Ward 5H,2024-06,5785.4,12477.0,29
well_005,Ward 5H,2024-07,6203.2,13493.1,31
well_005,Ward 5H,2024-08,6275.2,13248.5,31
well_005,Ward 5H,2024-09,5069.6,10181.5,28
well_005,Ward 5H,2024-10,5523.0,12027.2,30
well_005,Ward 5H,2024-11,6071.2,15321.6,31
well_005,Ward 5H,2024-12,5449.9,12211.4,30
well_005,Ward 5H,2025-01,4642.4,9785.4,29
well_005,Ward 5H,2025-02,4809.1,8985.2,28
well_005,Ward 5H,2025-03,6165.8,13586.1,31
well_005,Ward 5H,2025-04,4622.4,10791.7,28
well_005,Ward 5H,2025-05,5168.5,10261.5,30
well_005,Ward 5H,2025-06,4805.7,10220.6,31
well_005,Ward 5H,2025-07,4536.9,9587.1,28
well_005,Ward 5H,2025-08,3965.1,8666.7,28
well_005,Ward 5H,2025-09,4659.9,10238.8,31
well_005,Ward 5H,2025-10,3949.3,7932.5,29
well_005,Ward 5H,2025-11,3903.9,8599.7,29
well_005,Ward 5H,2025-12,4187.5,9574.9,31
well_005,Ward 5H,2026-01,3950.5,7557.5,30
well_005,Ward 5H,2026-02,3897.6,8387.4,31
well_005,Ward 5H,2026-03,1128.3,2636.7,9
well_005,Ward 5H,2026-04,3600.6,7411.9,28
well_005,Ward 5H,2026-05,4217.3,8928.2,31
well_006,Glasscock 6H,2023-07,47466.6,88367.3,31
well_006,Glasscock 6H,2023-08,33064.4,63228.0,28
well_006,Glasscock 6H,2023-09,33968.8,66079.9,29
well_006,Glasscock 6H,2023-10,32067.1,71349.0,31
well_006,Glasscock 6H,2023-11,29588.3,59003.4,28
well_006,Glasscock 6H,2023-12,25464.3,48645.4,29
well_006,Glasscock 6H,2024-01,20885.2,42805.9,28
well_006,Glasscock 6H,2024-02,22085.9,41083.3,28
well_006,Glasscock 6H,2024-03,23873.4,46892.1,30
well_006,Glasscock 6H,2024-04,21583.0,45051.1,31
well_006,Glasscock 6H,2024-05,17939.9,39966.8,28
well_006,Glasscock 6H,2024-06,18267.8,41430.6,31
well_006,Glasscock 6H,2024-07,15802.7,36481.5,29
well_006,Glasscock 6H,2024-08,16478.6,31042.7,31
well_006,Glasscock 6H,2024-09,14037.1,29983.6,28
well_006,Glasscock 6H,2024-10,14472.4,32605.4,28
well_006,Glasscock 6H,2024-11,14424.7,32919.8,30
well_006,Glasscock 6H,2024-12,14948.9,30800.5,31
well_006,Glasscock 6H,2025-01,8942.1,16111.2,20
well_006,Glasscock 6H,2025-02,13078.3,29941.0,29
well_006,Glasscock 6H,2025-03,11903.8,23366.3,30
well_006,Glasscock 6H,2025-04,12059.4,21572.5,31
well_006,Glasscock 6H,2025-05,11546.7,22072.2,28
well_006,Glasscock 6H,2025-06,11870.6,25429.5,30
well_006,Glasscock 6H,2025-07,11280.6,25170.5,31
well_006,Glasscock 6H,2025-08,10404.6,24138.2,30
well_006,Glasscock 6H,2025-09,10578.6,21026.1,30
well_006,Glasscock 6H,2025-10,10149.2,21502.7,31
well_006,Glasscock 6H,2025-11,9937.8,20686.1,31
well_006,Glasscock 6H,2025-12,8268.2,17765.0,28
well_006,Glasscock 6H,2026-01,9461.1,18862.5,31
well_006,Glasscock 6H,2026-02,8978.1,18906.0,31
well_006,Glasscock 6H,2026-03,9426.5,20291.7,31
well_006,Glasscock 6H,2026-04,7862.0,17952.2,28
well_006,Glasscock 6H,2026-05,7907.2,15741.8,28
well_007,Garza 7H,2022-08,12946.4,8239.9,29
well_007,Garza 7H,2022-09,13022.4,6675.9,29
well_007,Garza 7H,2022-10,10744.2,6057.1,28
well_007,Garza 7H,2022-11,11438.9,7202.5,29
well_007,Garza 7H,2022-12,9050.2,5482.1,30
well_007,Garza 7H,2023-01,9338.9,5105.0,29
well_007,Garza 7H,2023-02,8795.9,5030.4,29
well_007,Garza 7H,2023-03,7470.2,4375.5,29
well_007,Garza 7H,2023-04,7242.1,4449.8,30
well_007,Garza 7H,2023-05,6975.7,3860.5,31
well_007,Garza 7H,2023-06,6687.5,4103.5,30
well_007,Garza 7H,2023-07,6125.8,3573.2,29
well_007,Garza 7H,2023-08,5167.4,2971.9,28
well_007,Garza 7H,2023-09,4943.0,2633.9,29
well_007,Garza 7H,2023-10,5467.6,3184.0,30
well_007,Garza 7H,2023-11,4895.9,2840.2,31
well_007,Garza 7H,2023-12,4640.8,2749.0,29
well_007,Garza 7H,2024-01,4318.2,2792.3,28
well_007,Garza 7H,2024-02,4126.5,2420.6,28
well_007,Garza 7H,2024-03,4555.1,2632.3,31
well_007,Garza 7H,2024-04,2350.1,1360.4,16
well_007,Garza 7H,2024-05,4606.4,2459.9,31
well_007,Garza 7H,2024-06,1687.4,975.9,14
well_007,Garza 7H,2024-07,3756.9,2214.0,29
well_007,Garza 7H,2024-08,3344.0,1846.8,29
well_007,Garza 7H,2024-09,3598.8,2143.5,30
well_007,Garza 7H,2024-10,2653.3,1607.7,23
well_007,Garza 7H,2024-11,3589.5,2249.9,31
well_007,Garza 7H,2024-12,3417.0,1631.1,31
well_007,Garza 7H,2025-01,3546.0,2180.0,31
well_007,Garza 7H,2025-02,3075.0,1733.0,28
well_007,Garza 7H,2025-03,2835.5,1772.0,28
well_007,Garza 7H,2025-04,2671.5,1451.9,29
well_007,Garza 7H,2025-05,3027.8,1652.4,31
well_007,Garza 7H,2025-06,2512.1,1360.5,30
well_007,Garza 7H,2025-07,2890.6,1857.9,31
well_007,Garza 7H,2025-08,2030.4,1203.3,21
well_007,Garza 7H,2025-09,2522.4,1524.8,30
well_007,Garza 7H,2025-10,2537.8,1371.7,28
well_007,Garza 7H,2025-11,2542.8,1351.1,31
well_007,Garza 7H,2025-12,2482.8,1390.3,28
well_007,Garza 7H,2026-01,2220.0,1224.6,30
well_007,Garza 7H,2026-02,2289.6,1296.1,31
well_007,Garza 7H,2026-03,2412.5,1543.6,31
well_007,Garza 7H,2026-04,1961.8,1222.0,28
well_007,Garza 7H,2026-05,1992.6,1192.4,29
well_008,Loving 8H,2023-01,34973.9,43939.2,30
well_008,Loving 8H,2023-02,28833.7,36513.5,28
well_008,Loving 8H,2023-03,27310.7,40070.2,29
well_008,Loving 8H,2023-04,25497.5,36215.2,31
well_008,Loving 8H,2023-05,20210.5,24060.1,31
well_008,Loving 8H,2023-06,20702.9,29411.8,29
well_008,Loving 8H,2023-07,17164.7,24569.6,30
well_008,Loving 8H,2023-08,18636.9,24732.6,30
well_008,Loving 8H,2023-09,14852.5,19549.8,29
well_008,Loving 8H,2023-10,15596.0,18061.0,31
well_008,Loving 8H,2023-11,14216.7,17460.1,30
well_008,Loving 8H,2023-12,14743.5,18596.4,31
well_008,Loving 8H,2024-01,4560.5,5646.4,11
well_008,Loving 8H,2024-02,11149.8,15743.8,28
well_008,Loving 8H,2024-03,12922.7,19466.6,31
well_008,Loving 8H,2024-04,9990.0,13218.9,28
well_008,Loving 8H,2024-05,9756.1,12117.0,29
well_008,Loving 8H,2024-06,9694.7,13115.9,29
well_008,Loving 8H,2024-07,9317.5,12417.6,30
well_008,Loving 8H,2024-08,9617.5,12724.0,31
well_008,Loving 8H,2024-09,6244.8,8315.2,21
well_008,Loving 8H,2024-10,7673.8,10431.4,29
well_008,Loving 8H,2024-11,7557.4,9912.5,31
well_008,Loving 8H,2024-12,6734.3,8724.7,29
well_008,Loving 8H,2025-01,7442.9,8610.5,30
well_008,Loving 8H,2025-02,6912.2,8991.6,28
well_008,Loving 8H,2025-03,6176.3,7233.5,29
well_008,Loving 8H,2025-04,6689.2,7941.6,29
well_008,Loving 8H,2025-05,6363.6,7335.3,29
well_008,Loving 8H,2025-06,6534.9,8901.5,29
well_008,Loving 8H,2025-07,6049.2,6733.9,31
well_008,Loving 8H,2025-08,6056.0,8936.0,28
well_008,Loving 8H,2025-09,5632.2,8201.6,29
well_008,Loving 8H,2025-10,2585.5,3549.2,14
well_008,Loving 8H,2025-11,5652.7,8121.1,29
well_008,Loving 8H,2025-12,4892.3,6339.6,28
well_008,Loving 8H,2026-01,5990.6,8249.7,30
well_008,Loving 8H,2026-02,5146.3,6474.5,28
well_008,Loving 8H,2026-03,5282.7,6958.0,30
well_008,Loving 8H,2026-04,4509.1,5996.4,29
well_008,Loving 8H,2026-05,4812.5,6691.6,28
well_009,Reeves 9H,2022-10,21806.6,23295.5,29
well_009,Reeves 9H,2022-11,25078.7,23299.2,28
well_009,Reeves 9H,2022-12,23245.7,21069.8,28
well_009,Reeves 9H,2023-01,19573.6,17849.1,29
well_009,Reeves 9H,2023-02,17810.9,16648.2,31
well_009,Reeves 9H,2023-03,17864.8,17224.5,30
well_009,Reeves 9H,2023-04,15670.8,13307.8,28
well_009,Reeves 9H,2023-05,15732.5,15954.4,29
well_009,Reeves 9H,2023-06,14491.1,14178.7,30
well_009,Reeves 9H,2023-07,14309.9,14319.6,31
well_009,Reeves 9H,2023-08,12771.0,13172.4,30
well_009,Reeves 9H,2023-09,12651.2,11699.0,28
well_009,Reeves 9H,2023-10,14775.6,14261.3,31
well_009,Reeves 9H,2023-11,12482.7,12122.4,31
well_009,Reeves 9H,2023-12,11243.8,10623.9,30
well_009,Reeves 9H,2024-01,11561.3,11163.8,30
well_009,Reeves 9H,2024-02,10066.3,8874.3,28
well_009,Reeves 9H,2024-03,10225.7,9766.3,30
well_009,Reeves 9H,2024-04,10268.4,11150.6,31
well_009,Reeves 9H,2024-05,10459.8,9015.5,30
well_009,Reeves 9H,2024-06,8355.5,8135.8,29
well_009,Reeves 9H,2024-07,8880.7,9643.3,30
well_009,Reeves 9H,2024-08,8636.9,8851.1,29
well_009,Reeves 9H,2024-09,9163.7,7596.8,31
well_009,Reeves 9H,2024-10,8471.5,7990.5,28
well_009,Reeves 9H,2024-11,7620.3,7319.9,29
well_009,Reeves 9H,2024-12,7549.1,7221.3,30
well_009,Reeves 9H,2025-01,8122.2,8504.5,30
well_009,Reeves 9H,2025-02,6592.4,6736.6,28
well_009,Reeves 9H,2025-03,7455.2,7570.4,29
well_009,Reeves 9H,2025-04,6778.9,6520.1,28
well_009,Reeves 9H,2025-05,7049.3,6267.9,31
well_009,Reeves 9H,2025-06,6932.4,6868.6,30
well_009,Reeves 9H,2025-07,6477.7,6263.5,30
well_009,Reeves 9H,2025-08,6384.7,5783.6,31
well_009,Reeves 9H,2025-09,6532.3,6347.2,31
well_009,Reeves 9H,2025-10,6851.1,6081.5,31
well_009,Reeves 9H,2025-11,5831.2,4970.0,30
well_009,Reeves 9H,2025-12,5494.5,5446.9,30
well_009,Reeves 9H,2026-01,5305.7,5385.5,28
well_009,Reeves 9H,2026-02,5340.1,5693.0,29
well_009,Reeves 9H,2026-03,6188.4,5354.0,31
well_009,Reeves 9H,2026-04,5062.1,4657.5,28
well_009,Reeves 9H,2026-05,1436.5,1401.9,9
well_010,Midland 10H,2023-11,34890.5,27233.3,29
well_010,Midland 10H,2023-12,28526.2,25385.7,28
well_010,Midland 10H,2024-01,27245.8,22927.8,29
well_010,Midland 10H,2024-02,25483.2,18345.8,31
well_010,Midland 10H,2024-03,23545.8,17306.0,28
well_010,Midland 10H,2024-04,18960.3,12234.8,28
well_010,Midland 10H,2024-05,18505.0,14783.8,28
well_010,Midland 10H,2024-06,19769.1,17055.4,31
well_010,Midland 10H,2024-07,6127.7,4731.7,11
well_010,Midland 10H,2024-08,14542.5,12668.4,28
well_010,Midland 10H,2024-09,12859.3,10880.7,28
well_010,Midland 10H,2024-10,12198.1,9948.8,28
well_010,Midland 10H,2024-11,13854.5,11514.7,30
well_010,Midland 10H,2024-12,12552.2,10861.6,30
well_010,Midland 10H,2025-01,11457.0,8396.5,31
well_010,Midland 10H,2025-02,11173.5,7584.0,28
well_010,Midland 10H,2025-03,10342.1,7326.4,29
well_010,Midland 10H,2025-04,10621.9,7489.7,29
well_010,Midland 10H,2025-05,8481.8,5301.9,29
well_010,Midland 10H,2025-06,7747.2,6493.0,28
well_010,Midland 10H,2025-07,8756.5,7127.5,29
well_010,Midland 10H,2025-08,8498.2,6567.5,30
well_010,Midland 10H,2025-09,8411.5,6141.7,30
well_010,Midland 10H,2025-10,8113.4,5969.0,30
well_010,Midland 10H,2025-11,7700.9,5824.4,29
well_010,Midland 10H,2025-12,7319.1,6358.7,29
well_010,Midland 10H,2026-01,7371.9,6246.7,30
well_010,Midland 10H,2026-02,7630.0,5472.1,30
well_010,Midland 10H,2026-03,7467.9,5604.2,31
well_010,Midland 10H,2026-04,7061.9,5751.0,30
well_010,Midland 10H,2026-05,6657.4,4870.3,29
well_011,Loving 11H,2024-12,16673.7,18916.5,31
well_011,Loving 11H,2025-01,15989.5,20057.4,31
well_011,Loving 11H,2025-02,14064.8,15404.6,30
well_011,Loving 11H,2025-03,12044.0,14044.2,30
well_011,Loving 11H,2025-04,11435.3,13899.9,29
well_011,Loving 11H,2025-05,10315.3,11707.0,29
well_011,Loving 11H,2025-06,9110.9,11444.1,28
well_011,Loving 11H,2025-07,2802.3,2997.8,9
well_011,Loving 11H,2025-08,9251.3,10619.6,30
well_011,Loving 11H,2025-09,8777.2,9058.0,31
well_011,Loving 11H,2025-10,7944.1,8835.2,30
well_011,Loving 11H,2025-11,7317.2,7097.0,31
well_011,Loving 11H,2025-12,7178.6,8097.9,28
well_011,Loving 11H,2026-01,7052.9,8374.7,31
well_011,Loving 11H,2026-02,6197.7,7626.6,28
well_011,Loving 11H,2026-03,2063.6,2496.6,10
well_011,Loving 11H,2026-04,5992.9,6744.6,28
well_011,Loving 11H,2026-05,4782.2,5012.0,28
well_012,Howard 12H,2021-01,30350.2,26076.8,29
well_012,Howard 12H,2021-02,27849.1,25121.8,30
well_012,Howard 12H,2021-03,23747.4,22263.5,29
well_012,Howard 12H,2021-04,22600.5,20525.8,31
well_012,Howard 12H,2021-05,19848.8,15591.6,31
well_012,Howard 12H,2021-06,20193.1,18899.6,29
well_012,Howard 12H,2021-07,13233.0,12827.2,20
well_012,Howard 12H,2021-08,18386.6,18824.1,31
well_012,Howard 12H,2021-09,17299.3,15689.2,30
well_012,Howard 12H,2021-10,13988.2,13282.5,28
well_012,Howard 12H,2021-11,14853.0,11948.3,29
well_012,Howard 12H,2021-12,14294.6,12877.9,30
well_012,Howard 12H,2022-01,14892.1,12638.6,29
well_012,Howard 12H,2022-02,13364.9,12006.0,29
well_012,Howard 12H,2022-03,12285.0,9344.6,29
well_012,Howard 12H,2022-04,12226.1,11058.2,30
well_012,Howard 12H,2022-05,10526.8,8717.4,28
well_012,Howard 12H,2022-06,12151.7,11453.2,30
well_012,Howard 12H,2022-07,11359.0,9196.7,31
well_012,Howard 12H,2022-08,10196.4,10154.5,30
well_012,Howard 12H,2022-09,10206.4,8432.0,29
well_012,Howard 12H,2022-10,8318.3,7853.6,29
well_012,Howard 12H,2022-11,9578.1,8310.2,30
well_012,Howard 12H,2022-12,9320.8,7769.6,30
well_012,Howard 12H,2023-01,9295.4,8114.7,30
well_012,Howard 12H,2023-02,8281.5,7794.1,29
well_012,Howard 12H,2023-03,8464.9,7765.6,31
well_012,Howard 12H,2023-04,8206.3,6923.2,30
well_012,Howard 12H,2023-05,8393.3,7946.7,31
well_012,Howard 12H,2023-06,7583.5,6127.0,31
well_012,Howard 12H,2023-07,7246.8,7026.6,29
well_012,Howard 12H,2023-08,7320.5,7244.9,31
well_012,Howard 12H,2023-09,6357.5,5783.2,28
well_012,Howard 12H,2023-10,7614.8,6483.0,28
well_012,Howard 12H,2023-11,6268.8,5509.3,28
well_012,Howard 12H,2023-12,5285.3,4154.4,28
well_012,Howard 12H,2024-01,6317.9,5138.9,31
well_012,Howard 12H,2024-02,5595.1,4756.1,29
well_012,Howard 12H,2024-03,5728.4,4592.6,28
well_012,Howard 12H,2024-04,5735.8,4586.6,31
well_012,Howard 12H,2024-05,5442.9,5507.6,31
well_012,Howard 12H,2024-06,5493.9,4894.6,29
well_012,Howard 12H,2024-07,5553.7,5237.1,28
well_012,Howard 12H,2024-08,5627.4,4918.5,30
well_012,Howard 12H,2024-09,4009.3,3444.7,22
well_012,Howard 12H,2024-10,4700.0,3867.1,28
well_012,Howard 12H,2024-11,4580.3,4290.3,31
well_012,Howard 12H,2024-12,5191.5,4538.3,30
well_012,Howard 12H,2025-01,4167.6,3536.8,28
well_012,Howard 12H,2025-02,4823.3,3856.1,28
well_012,Howard 12H,2025-03,4913.6,4137.2,30
